TimeStamp [µs],47 (ID=0) [pV],48 (ID=1) [pV],46 (ID=2) [pV],45 (ID=3) [pV],38 (ID=4) [pV],37 (ID=5) [pV],28 (ID=6) [pV],36 (ID=7) [pV],27 (ID=8) [pV],17 (ID=9) [pV],26 (ID=10) [pV],16 (ID=11) [pV],35 (ID=12) [pV],25 (ID=13) [pV],Ref (ID=14) [pV],14 (ID=15) [pV],24 (ID=16) [pV],34 (ID=17) [pV],13 (ID=18) [pV],23 (ID=19) [pV],12 (ID=20) [pV],22 (ID=21) [pV],33 (ID=22) [pV],21 (ID=23) [pV],32 (ID=24) [pV],31 (ID=25) [pV],44 (ID=26) [pV],43 (ID=27) [pV],41 (ID=28) [pV],42 (ID=29) [pV],52 (ID=30) [pV],51 (ID=31) [pV],53 (ID=32) [pV],54 (ID=33) [pV],61 (ID=34) [pV],62 (ID=35) [pV],71 (ID=36) [pV],63 (ID=37) [pV],72 (ID=38) [pV],82 (ID=39) [pV],73 (ID=40) [pV],83 (ID=41) [pV],64 (ID=42) [pV],74 (ID=43) [pV],84 (ID=44) [pV],85 (ID=45) [pV],75 (ID=46) [pV],65 (ID=47) [pV],86 (ID=48) [pV],76 (ID=49) [pV],87 (ID=50) [pV],77 (ID=51) [pV],66 (ID=52) [pV],78 (ID=53) [pV],67 (ID=54) [pV],68 (ID=55) [pV],55 (ID=56) [pV],56 (ID=57) [pV],58 (ID=58) [pV],57 (ID=59) [pV]
11100,-1609335,-2384200,-3933930,715260,-5483660,-1966965,-536445,-11086530,2145780,-2443805,357630,-3635905,-3874325,-3576300,894075,-2384200,2503410,953680,417235,-1132495,1609335,-1132495,-1728545,-2026570,357630,417235,-1251705,-834470,1192100,-655655,-2861040,-5066425,-1192100,536445,-3933930,-4053140,-4828005,-953680,-1132495,-2384200,-2026570,-2503410,-2324595,-3457090,-1549730,-59605,-1549730,-2682225,-417235,1847755,-476840,-1788150,119210,-536445,-1847755,476840,-4708795,-2026570,-1072890,-1251705
11200,-14185990,-14722435,-14662830,-22173060,-14603225,-11742185,-15735720,-33557615,-15497300,-16808610,-15497300,-15318485,-13530335,-14245595,476840,-11861395,-12874680,-12219025,-12934285,-12934285,-11503765,-14126385,-14066780,-9715615,-14126385,-31054205,-12934285,-13113100,-12219025,-13411125,-12397840,-14007175,-11384555,-13649545,-15974140,-15497300,-14722435,-13232310,-13768755,-14543620,-13589940,-15318485,-14245595,-12099815,-14841645,-10967320,-13709150,-13709150,-13589940,-11622975,-12338235,-14722435,-11444160,-13709150,-12934285,-14007175,-14364805,-14305200,-17643080,-14126385
11300,-2622620,-715260,-2920645,-8761935,1430520,-1490125,-834470,-7033390,-178815,-1251705,-238420,-1072890,0,-1788150,-655655,-298025,-655655,-953680,-536445,-1966965,1072890,-3039855,953680,3278275,894075,-22232665,357630,-3218670,536445,-715260,1370915,-1788150,-1311310,-774865,-1132495,-774865,-119210,-4649190,-238420,-119210,-1251705,-2741830,-1192100,-357630,-2086175,-2086175,178815,-1609335,-1966965,-953680,-1847755,-2324595,-2324595,-1251705,-894075,-59605,-1430520,-2324595,-1966965,-4708795
11400,2086175,-476840,3755115,774865,119210,476840,2443805,-2384200,-298025,-1490125,-596050,-894075,-774865,-596050,-1192100,1370915,-596050,-596050,2861040,3159065,-953680,-59605,3695510,1728545,357630,-21696220,2443805,-1013285,2384200,2622620,3397485,3457090,-1609335,-1311310,715260,119210,1072890,417235,1907360,2920645,1311310,-178815,1668940,1609335,2264990,1609335,2503410,2205385,1072890,1549730,596050,-596050,238420,-119210,178815,178815,-596050,-238420,-238420,-357630
11500,-1549730,-357630,-1072890,-11861395,-1013285,-1966965,-1013285,-3218670,-6794970,-3874325,-2086175,-4112745,-3516695,-3457090,-536445,-3874325,-178815,-357630,-4112745,655655,2443805,-3039855,-2980250,-1728545,-3337880,-27239485,-2563015,-1728545,-3755115,-1549730,-596050,-2264990,-4887610,-3278275,-2861040,-1847755,-3814720,-536445,-3874325,-1013285,-1549730,-3695510,-1907360,-2086175,-1072890,-536445,59605,-1788150,-1013285,-2920645,-2264990,-2741830,-1132495,596050,-2145780,-4589585,-2920645,-3039855,-3039855,-2920645
11600,-12517050,-13351520,-15854930,-19192810,-14185990,-13887965,-13887965,-20563725,-16093350,-13232310,-14662830,-14126385,-14543620,-16272165,-774865,-13709150,-11026925,-9179170,-14424410,-11980605,-9357985,-13530335,-13351520,-9954035,-16510585,-40292980,-15497300,-11026925,-14603225,-11801790,-12159420,-13709150,-16749005,-14722435,-14603225,-12695865,-13828360,-13649545,-15318485,-13411125,-15139670,-13530335,-13589940,-14066780,-14007175,-12338235,-13470730,-11980605,-9715615,-13828360,-14782040,-15676115,-12517050,-11921000,-17047030,-13768755,-16033745,-14543620,-12874680,-12874680
11700,-9656010,-10848110,-10907715,-10132850,-11980605,-10073245,-11205740,-27716325,-9775220,-11921000,-9059960,-11026925,-10669295,-9357985,298025,-9298380,-8523515,-11444160,-7212205,-9536800,-8404305,-9596405,-9894430,-10371270,-15020460,-51915955,-12219025,-9357985,-8940750,-10609690,-10669295,-11026925,-11622975,-11205740,-10013640,-8463910,-10788505,-9477195,-8702330,-10073245,-10073245,-12934285,-11921000,-12457445,-12397840,-10669295,-9477195,-8761935,-8702330,-9834825,-12815075,-10788505,-10252060,-10311665,-10252060,-10132850,-12397840,-11265345,-9477195,-11861395
11800,5364450,4708795,5006820,-1847755,4887610,7092995,3814720,-12934285,5602870,1728545,5126030,4589585,5722080,5304845,-596050,4351165,5781685,8046675,4768400,8106280,5543265,4947215,4529980,8165885,3337880,-51379510,3516695,4410770,5900895,5483660,5960500,2741830,2503410,5006820,7033390,5841290,5722080,6496945,6616155,4351165,4172350,4112745,3755115,5006820,3039855,4172350,5006820,4529980,7152600,4053140,4947215,5245240,4529980,6377735,5126030,5185635,3755115,5126030,6556550,4112745
11900,8821540,9000355,6973785,13172705,9954035,10907715,8583120,4231955,10430875,7748650,7569835,10371270,7092995,8404305,-476840,10073245,11146135,14185990,7987070,11921000,13589940,10967320,11444160,10550085,11563370,-32425120,7629440,7331415,9000355,10371270,10013640,5364450,8583120,8165885,8583120,9179170,7510230,9000355,8344700,8702330,8285095,11086530,9238775,7271810,9536800,8583120,10430875,9298380,11384555,9000355,9357985,8404305,8702330,10490480,5960500,9834825,8404305,8761935,9238775,9834825
12000,3516695,4231955,1013285,2622620,6437340,4053140,5960500,10371270,5483660,4708795,3576300,3397485,5662475,4291560,-1549730,4529980,2801435,7987070,5245240,5781685,7092995,2622620,5424055,5662475,1311310,-28193165,2503410,2086175,3695510,3874325,3874325,3039855,4768400,4828005,3695510,4351165,3755115,3993535,4828005,5781685,4768400,5304845,4231955,2801435,5662475,2324595,4231955,2920645,4708795,5304845,3755115,6377735,4470375,3457090,3516695,5304845,4053140,3278275,2980250,4053140
12100,3755115,2920645,1311310,7033390,5662475,2801435,-1311310,8523515,2741830,3337880,774865,1370915,4172350,3218670,1132495,3218670,5483660,3933930,6973785,6735365,6616155,3814720,5066425,4351165,1847755,-24855285,3159065,1132495,4172350,6079710,1847755,3159065,1430520,655655,4529980,3993535,2741830,3397485,3635905,4112745,2741830,3874325,2741830,1847755,3278275,2503410,3516695,1966965,3159065,2563015,1609335,3755115,5066425,5066425,3695510,2205385,1370915,1907360,2682225,1430520
12200,5841290,3457090,4053140,5245240,4589585,4172350,4112745,4410770,5841290,3814720,5126030,5960500,6973785,6377735,357630,8583120,7867860,8285095,6854575,7689045,9596405,7748650,6914180,6675760,9238775,-23424765,6437340,5900895,9834825,5304845,4649190,3814720,5662475,4828005,6616155,6318130,4828005,5066425,5185635,5483660,5841290,6079710,5900895,5364450,5245240,4649190,4529980,6675760,6675760,5722080,3516695,4112745,7748650,8523515,5304845,6318130,5304845,4351165,8344700,5364450
12300,-596050,-1490125,834470,-5245240,-1907360,-238420,-1907360,-3159065,-417235,-2264990,536445,-1966965,-1728545,-834470,1192100,953680,-774865,-238420,3099460,-178815,2443805,-2145780,1728545,1251705,1549730,-9894430,-1072890,476840,178815,-1966965,298025,-59605,-238420,953680,-238420,-1132495,-2563015,-596050,-536445,1192100,-1728545,-417235,-3516695,-2980250,-536445,1132495,1013285,-536445,-178815,-1847755,-3039855,-3039855,-1072890,-2145780,-417235,1430520,-3159065,-2026570,596050,0
12400,-2861040,1907360,1549730,3278275,119210,2086175,-417235,-5543265,655655,-596050,-1251705,-953680,-1311310,-774865,-1013285,-1072890,1847755,1847755,2741830,5960500,3993535,1192100,1788150,1668940,2443805,-13291915,-2563015,-774865,-1549730,655655,417235,-1192100,-1072890,-1609335,-2324595,1847755,-536445,-1370915,-1847755,3933930,953680,1966965,-655655,-2205385,894075,-59605,-357630,-298025,-715260,-1668940,-2920645,-715260,2563015,-1668940,-1251705,1013285,-1847755,-1966965,1966965,59605
12500,-2026570,-596050,-2801435,-4291560,-2205385,-1728545,-2920645,-11384555,-1788150,-2861040,-3993535,-3695510,-3397485,-1788150,-1311310,-1549730,2741830,1490125,715260,2920645,119210,-59605,-1728545,1192100,417235,-13709150,-3814720,-3933930,-2086175,-2682225,-834470,-1788150,-1370915,-4649190,-2145780,-2086175,-2682225,-4053140,-4112745,1311310,-1668940,-1132495,-2026570,-4172350,-3814720,-1430520,-1013285,-2086175,-3159065,-5900895,-3397485,-3874325,-2205385,-3337880,-2205385,-1907360,-2443805,-1609335,-2861040,-1966965
12600,-5185635,-4291560,-7212205,-6020105,-4768400,-536445,-8285095,-28014350,-7391020,-7331415,-4649190,-5662475,-3993535,-4649190,-1311310,-3457090,-298025,-59605,-2861040,-1251705,-1847755,-4828005,-3457090,0,-1788150,-40591005,-6735365,-3874325,-1370915,-3159065,-1728545,-2205385,-3516695,-3576300,-4291560,-3457090,-3755115,-4112745,-1847755,-3993535,-5543265,-6020105,-7152600,-5662475,-6496945,-2384200,-4649190,-3278275,-3457090,-5900895,-6198920,-5304845,-3039855,-3874325,-6079710,-4768400,-5602870,-3695510,-7212205,-6318130
12700,-2205385,1251705,-2741830,-3278275,-655655,-1072890,-1907360,-22411480,-3457090,-4172350,1966965,-1609335,-2384200,-1430520,-774865,-1847755,-536445,0,-298025,2682225,-596050,-417235,357630,2145780,-1907360,-26643435,-834470,-298025,-1490125,-1490125,-596050,-1668940,238420,-596050,-1609335,774865,-3457090,-2086175,-834470,-1370915,-1728545,-3695510,-894075,-1311310,-2384200,1549730,119210,-59605,1728545,-3755115,-1549730,-1013285,-536445,-1013285,1668940,-1430520,476840,-2026570,-4231955,-3635905
12800,-178815,2145780,1668940,-4529980,1132495,894075,1251705,-2503410,2205385,715260,655655,1370915,-178815,-1311310,-596050,2503410,3397485,3218670,298025,2026570,1907360,834470,-119210,1728545,-953680,-12815075,-119210,417235,-715260,1966965,4112745,1847755,2682225,655655,1311310,1013285,-1966965,119210,-476840,3159065,-59605,1013285,238420,-298025,834470,596050,536445,-357630,1192100,-5364450,59605,-3576300,1847755,-417235,536445,298025,417235,-834470,1490125,-655655
12900,-834470,774865,2563015,5066425,834470,2205385,-298025,5662475,1966965,894075,536445,536445,-119210,1013285,715260,1788150,5424055,3814720,4589585,3039855,2264990,2205385,1430520,2145780,-357630,-15974140,2920645,894075,2682225,3695510,2563015,3039855,4231955,-1192100,953680,2205385,298025,3278275,2384200,2920645,3933930,596050,1132495,0,2026570,59605,834470,1251705,59605,-1907360,357630,-238420,2443805,1192100,-59605,-1072890,894075,2145780,3457090,596050
13000,-119210,3397485,953680,4470375,2264990,1609335,1251705,2384200,1072890,1370915,1668940,-1490125,1609335,2682225,59605,-1549730,1847755,2264990,2563015,655655,357630,3337880,1013285,1430520,834470,-19669650,1966965,1490125,3993535,3993535,417235,3576300,238420,-2443805,1549730,357630,-953680,357630,2026570,1072890,4887610,774865,1907360,1370915,2384200,2682225,2682225,1311310,2026570,-357630,1192100,-417235,1907360,596050,-774865,-357630,834470,1847755,1788150,655655
13100,-417235,476840,-1490125,4410770,-834470,-2741830,-1609335,3099460,2503410,-59605,-655655,59605,-417235,-1192100,-596050,178815,476840,774865,1728545,-238420,238420,2026570,-655655,-1013285,3099460,-20682935,-1370915,-1251705,2086175,119210,-715260,-1609335,-894075,-1013285,59605,536445,-357630,1549730,-298025,-655655,1013285,-596050,1311310,-238420,-655655,-1192100,834470,655655,894075,476840,-715260,-596050,655655,-2682225,59605,-238420,715260,-894075,-1907360,-1966965
13200,536445,2145780,2205385,4470375,59605,-298025,1192100,17345055,1430520,417235,2384200,476840,715260,-1192100,-1072890,2563015,4470375,4410770,298025,3278275,953680,2443805,1490125,-894075,4708795,-7987070,-1311310,-1192100,4112745,476840,1132495,417235,1728545,1311310,2145780,1788150,1549730,953680,1192100,-834470,2145780,-715260,-774865,1490125,357630,1668940,1728545,178815,2324595,3635905,-1132495,1132495,1370915,1609335,3814720,536445,3278275,-953680,1132495,-596050
13300,417235,1966965,-536445,-1668940,-1192100,1311310,2145780,8583120,178815,1013285,476840,-2443805,1966965,953680,-357630,834470,2145780,596050,2086175,-953680,4351165,119210,655655,2205385,2443805,-4410770,-119210,2205385,59605,-1430520,2682225,-59605,894075,-417235,2443805,-357630,-536445,-476840,655655,-1668940,-476840,1192100,-357630,-1013285,-1549730,1072890,2264990,-59605,59605,-894075,-417235,-2026570,417235,1251705,536445,1668940,2503410,1132495,596050,834470
13400,4887610,4529980,7212205,3993535,2920645,3993535,6854575,19908070,5185635,4231955,8165885,5185635,3695510,5185635,-357630,4887610,7391020,5304845,5543265,2980250,9238775,5126030,5126030,6198920,3337880,2264990,3993535,5066425,2980250,3218670,4291560,6020105,3695510,1609335,5722080,4589585,2861040,4231955,6377735,5900895,4410770,2324595,3635905,4470375,3099460,4470375,5722080,2503410,3993535,3159065,5364450,4708795,5722080,4947215,5424055,6377735,5483660,4112745,4351165,7092995
13500,-10967320,-11265345,-12934285,-15437695,-12815075,-12457445,-12815075,-7212205,-13172705,-11861395,-11026925,-10252060,-11742185,-12338235,-715260,-12993890,-11742185,-10907715,-9954035,-11444160,-8642725,-11444160,-9536800,-9656010,-10728900,-16212560,-11801790,-10013640,-11742185,-12457445,-13589940,-12874680,-11742185,-11563370,-12278630,-11146135,-13291915,-11921000,-14126385,-13887965,-11861395,-13411125,-13530335,-13768755,-10728900,-10430875,-13053495,-11801790,-14722435,-12397840,-12576655,-12755470,-12099815,-12457445,-12278630,-11622975,-12040210,-12338235,-12457445,-12219025
13600,-1311310,-894075,-3159065,4708795,-3516695,-2563015,774865,8225490,-2264990,-119210,-2622620,-953680,-2622620,-2682225,-238420,-1013285,-3755115,-1788150,-2741830,-1072890,536445,-3457090,-1013285,-894075,2086175,-22709505,-1728545,-1907360,178815,-774865,-1370915,-2324595,-1370915,-3159065,59605,-178815,-3635905,-2324595,-3993535,-3755115,-1549730,-5960500,-2443805,-3933930,-894075,357630,-2086175,-2741830,-3039855,1847755,-298025,-1430520,-2384200,-894075,-476840,-2145780,1072890,-2563015,-1311310,-2622620
13700,536445,2384200,1370915,6914180,1251705,1847755,59605,2801435,2861040,1490125,1966965,894075,655655,715260,-774865,3218670,-834470,5304845,2443805,2563015,5900895,1907360,3218670,1192100,7689045,-12099815,3337880,2145780,5483660,1370915,596050,2086175,2622620,2324595,4231955,596050,-953680,-655655,1370915,2145780,2980250,-59605,2563015,596050,2622620,774865,4589585,2086175,3039855,3755115,1907360,476840,3874325,3159065,3099460,3039855,2980250,1251705,2384200,596050
13800,834470,-178815,238420,-178815,119210,2324595,-2384200,2205385,1668940,-1251705,-1430520,1311310,536445,3099460,238420,-178815,4470375,3635905,3278275,1907360,5304845,5304845,2980250,655655,5364450,-8761935,536445,-2145780,476840,238420,1311310,3278275,59605,-834470,2503410,2384200,-2205385,-298025,894075,119210,1907360,476840,-1549730,-298025,1430520,1609335,953680,1192100,1788150,-774865,1072890,-119210,2622620,1013285,3218670,298025,2741830,298025,953680,1072890
13900,2384200,2324595,3337880,3993535,2741830,3755115,4529980,10788505,3635905,1788150,2861040,2324595,1728545,3874325,298025,2443805,4172350,4291560,2861040,6735365,5960500,7271810,3695510,7867860,4708795,-9059960,536445,3039855,5245240,3159065,3576300,2264990,715260,2563015,2026570,3635905,1251705,4231955,2920645,3099460,3397485,1072890,2682225,-655655,3874325,3039855,4649190,5245240,3874325,4231955,4231955,3337880,5483660,5006820,4828005,5424055,5722080,417235,4351165,2384200
14000,2443805,-536445,2861040,1072890,-1311310,774865,178815,4947215,-476840,-119210,3576300,178815,-59605,1251705,774865,119210,596050,357630,894075,1013285,4410770,1251705,1728545,3635905,-2622620,-9834825,119210,1430520,655655,2026570,-596050,1549730,1728545,1847755,1847755,1907360,-1251705,1907360,3159065,3159065,834470,238420,834470,1192100,1072890,596050,536445,2563015,953680,1013285,4351165,417235,2920645,2384200,715260,3039855,3278275,1132495,1966965,2086175
14100,357630,-3576300,-1132495,119210,-3635905,-1549730,-2861040,11384555,-2145780,-2324595,1370915,-5245240,-6139315,-1549730,-357630,-655655,-2264990,1192100,-1609335,417235,-1251705,-1013285,-1668940,-2145780,-5781685,-3218670,-1132495,655655,-1013285,357630,-1251705,178815,-1728545,-1549730,596050,-596050,655655,-1013285,-774865,-1490125,-715260,-1907360,-2622620,536445,-1549730,-655655,-1609335,-596050,-1966965,-3099460,-1668940,-1549730,-1132495,-1370915,-596050,-1966965,1370915,-2205385,-596050,59605
14200,-1490125,-1430520,-357630,2443805,-4291560,-2682225,119210,6556550,-2682225,655655,476840,-1192100,-2741830,-1490125,-357630,417235,-3933930,238420,-774865,1251705,-3039855,-2622620,-1668940,-2026570,-2622620,4529980,-1013285,-2324595,-1013285,-1728545,-1251705,-1311310,-1907360,-1788150,-2622620,-2920645,-417235,715260,-1013285,-655655,-2443805,-1072890,-953680,-1311310,-1728545,-3576300,298025,238420,-2622620,1370915,-953680,-1609335,-119210,894075,238420,-1728545,476840,-2264990,1311310,-1490125
14300,774865,1251705,2563015,6437340,2205385,1847755,834470,17881500,476840,2980250,119210,1311310,1847755,2205385,-1728545,2920645,2264990,2741830,4470375,3397485,1668940,3814720,1907360,3159065,2861040,-3457090,834470,2086175,3099460,2741830,1788150,2741830,2801435,2086175,-1847755,1132495,1788150,1013285,2324595,2622620,59605,119210,4649190,-119210,536445,357630,298025,1728545,-1013285,3278275,1430520,1490125,2384200,4351165,2503410,1132495,774865,1966965,774865,2264990
14400,2622620,3755115,417235,12576655,2801435,3874325,1430520,16689400,2443805,1847755,1609335,3099460,536445,774865,1251705,2682225,5602870,2264990,3576300,1132495,2443805,3755115,3337880,4231955,2861040,-8404305,-178815,3755115,2980250,3039855,3099460,1311310,3993535,2563015,1788150,119210,4410770,298025,0,1549730,2920645,357630,4529980,5006820,2264990,2503410,3814720,2801435,1847755,3755115,2384200,2324595,1549730,4291560,2205385,1609335,894075,1966965,1370915,3278275
14500,-1013285,-3516695,-953680,1132495,-2145780,3218670,-1788150,-6318130,894075,-2801435,-2026570,-3159065,-2801435,-178815,953680,-1966965,-2324595,1490125,-2384200,-715260,-59605,894075,-596050,-2264990,774865,2324595,-3337880,-1490125,-476840,-1609335,178815,417235,-1490125,-1609335,-774865,-2563015,238420,596050,-2086175,-3218670,-596050,-894075,-59605,834470,-1311310,-476840,-357630,-536445,-298025,-953680,-2682225,-1490125,178815,-2264990,-953680,-1549730,1728545,-59605,-834470,-1013285
14600,-894075,-894075,-2741830,-2264990,-119210,-298025,-3278275,-10669295,2324595,-834470,-1251705,59605,417235,-1609335,894075,1370915,2801435,-655655,-953680,-59605,476840,-5364450,-1072890,417235,774865,655655,-1728545,-238420,-2563015,-3218670,417235,-476840,-298025,-596050,1549730,-1609335,-2741830,178815,-1609335,-1549730,-178815,834470,417235,0,-178815,1013285,-1668940,-953680,476840,298025,-298025,-2384200,-596050,-1907360,953680,-655655,-2086175,-2324595,0,-2145780
14700,1490125,1072890,1788150,1549730,1549730,-2861040,298025,-13172705,-953680,1668940,-1192100,1728545,-536445,-119210,-2264990,4053140,4470375,1966965,1966965,3516695,-298025,-1728545,1370915,-1430520,-774865,-1847755,-834470,596050,238420,3993535,2920645,-953680,-178815,1966965,3933930,1609335,1788150,238420,59605,953680,596050,417235,-417235,1370915,3218670,1192100,-1251705,894075,834470,1907360,178815,1013285,2264990,2205385,1370915,2682225,178815,894075,2026570,596050
14800,-2682225,-417235,1132495,2563015,-178815,-1311310,-1072890,-1132495,-953680,1430520,-1370915,-1132495,1251705,-178815,357630,-476840,2205385,2264990,1072890,2384200,834470,-2741830,-1907360,-1251705,-3933930,-3397485,-2086175,-3755115,2205385,-1251705,-1549730,-357630,-4947215,2741830,238420,-536445,1728545,1788150,715260,-2145780,417235,-1013285,-1668940,-953680,655655,-3457090,-1192100,2205385,-59605,2324595,-1609335,-1430520,1132495,4410770,-357630,-119210,-1609335,119210,-536445,1072890
14900,-4470375,-4351165,-3397485,2264990,-5304845,-3814720,-5424055,12993890,-5722080,-5602870,-4291560,-4053140,-1430520,-1668940,2503410,-2920645,-1966965,-2443805,-2145780,-3755115,-2145780,-6139315,-4947215,-4589585,-4470375,-1788150,-5543265,-5960500,-2384200,-4887610,-4470375,-5185635,-6854575,-3457090,-3933930,-5364450,-2801435,-4828005,-2980250,-4351165,-5722080,-4708795,-4172350,-4887610,-3814720,-6318130,-3755115,-3457090,-1907360,-5066425,-5066425,-3337880,-2741830,-6079710,-6258525,-3874325,-6377735,-7689045,-2384200,-4231955
15000,834470,2682225,417235,18477550,0,596050,3159065,-3457090,417235,-2086175,-2324595,-953680,1370915,1370915,476840,-1072890,4112745,1132495,894075,1132495,1430520,655655,2682225,-238420,-1609335,-2622620,-894075,-1013285,953680,357630,834470,2324595,-298025,-476840,-1549730,1132495,1430520,357630,-1728545,715260,-834470,-59605,119210,298025,476840,1370915,298025,-1072890,1847755,-2086175,-2563015,1013285,1370915,1370915,2563015,1490125,298025,-834470,-655655,-357630
15100,-5841290,-3218670,-5126030,2086175,-3993535,-6258525,-6914180,-11146135,-4053140,-5066425,-5126030,-5304845,-4768400,-5722080,178815,-2801435,-2741830,-1192100,-1072890,-2563015,-4291560,-1013285,-1311310,-1907360,-4649190,8344700,-3874325,-3635905,-3755115,-1072890,-5543265,-2324595,-6318130,-6020105,-2622620,-3159065,-3874325,-4649190,-2622620,-6377735,-4589585,-2563015,-4828005,-2861040,-3099460,-4887610,-2920645,-6020105,-3933930,-6854575,-4947215,-4112745,-3755115,-3039855,-2980250,-6675760,-2443805,-3755115,-2801435,-2264990
15200,-11324950,-10371270,-12815075,-14722435,-10430875,-10371270,-9715615,-16212560,-11861395,-11384555,-11026925,-12457445,-12755470,-10609690,0,-10609690,-12576655,-9536800,-5662475,-9179170,-11742185,-8881145,-8940750,-10311665,-13232310,-10669295,-11563370,-13172705,-8225490,-9477195,-8702330,-9596405,-11086530,-11384555,-10788505,-12457445,-10490480,-9536800,-9119565,-13589940,-9834825,-10550085,-11444160,-12338235,-12815075,-11861395,-9179170,-11205740,-8523515,-14305200,-9834825,-10728900,-11265345,-8344700,-12457445,-13589940,-12397840,-13649545,-12278630,-9894430
15300,-16868215,-14126385,-13828360,-24676470,-14364805,-15199275,-15854930,-11205740,-16927820,-12815075,-13232310,-19192810,-16093350,-14245595,1668940,-14245595,-14841645,-12338235,-11324950,-16391375,-14603225,-15914535,-11265345,-18835180,-17762290,-28014350,-16093350,-18179525,-13470730,-15556905,-14245595,-13709150,-13589940,-13530335,-12993890,-16868215,-16272165,-14484015,-13232310,-16629795,-14305200,-15080065,-13351520,-16749005,-17047030,-14543620,-14841645,-14185990,-14603225,-17047030,-16510585,-18358340,-14960855,-15556905,-15795325,-14484015,-15616510,-15914535,-15616510,-15556905
15400,-6973785,-8225490,-5543265,-7927465,-6973785,-8940750,-10311665,-11444160,-9000355,-8404305,-7629440,-8881145,-10311665,-10430875,-238420,-8702330,-4828005,-3457090,-7092995,-7331415,-9894430,-8106280,-6914180,-9536800,-8165885,-44405725,-7092995,-10013640,-4529980,-7152600,-7450625,-8046675,-8702330,-7867860,-9536800,-8106280,-8046675,-6616155,-5722080,-7748650,-8702330,-9834825,-5960500,-8761935,-7510230,-8285095,-8702330,-7391020,-7510230,-10132850,-9775220,-10490480,-8285095,-7748650,-6377735,-8285095,-9775220,-8165885,-8523515,-7450625
15500,-476840,-2384200,-1370915,8165885,2205385,-417235,1430520,-3874325,-1072890,-1907360,59605,-357630,715260,-1311310,-2503410,-1311310,2801435,-834470,2741830,536445,0,2026570,-3159065,238420,-417235,-39220090,-417235,0,476840,1609335,-774865,2324595,-2264990,1728545,-834470,-357630,1847755,2920645,2503410,834470,-1549730,-1490125,894075,2503410,-178815,-1013285,1192100,3576300,-59605,-357630,-119210,-119210,-59605,-1549730,-1192100,119210,238420,-536445,-178815,894075
15600,-8285095,-7867860,-8344700,-8761935,-5364450,-7152600,-6675760,-16749005,-5841290,-7391020,-4231955,-7212205,-7689045,-8702330,-1251705,-7271810,-6735365,-5602870,-5304845,-4947215,-5781685,-8523515,-5424055,-5960500,-8225490,-44465330,-9954035,-6854575,-6675760,-7271810,-4828005,-5543265,-6198920,-5960500,-7152600,-5066425,-4589585,-9059960,-4708795,-5722080,-6556550,-7927465,-5543265,-9536800,-8761935,-6973785,-5900895,-3993535,-7748650,-6675760,-9179170,-9298380,-8046675,-8821540,-8583120,-7092995,-6496945,-6854575,-5662475,-4529980
15700,-1251705,-2145780,-1013285,1132495,-894075,1192100,536445,-9298380,-2980250,-1668940,-1370915,-953680,-2801435,-3516695,-1251705,-1430520,238420,1907360,1668940,536445,-1072890,-2086175,-655655,715260,-5304845,-49948990,-3516695,-774865,-1430520,1490125,2205385,-1668940,-1370915,-3457090,-1966965,-715260,-1788150,1847755,178815,-59605,-1370915,-1192100,476840,-3397485,-1013285,-5304845,-655655,-894075,-536445,-2145780,-238420,-894075,-1013285,-655655,476840,-1430520,-1072890,-1370915,-2622620,1728545
15800,4589585,6973785,7510230,18298735,9894430,8940750,10490480,23365160,3516695,6616155,5126030,4410770,7629440,417235,-1251705,4768400,9000355,7867860,6735365,6139315,3695510,8642725,6914180,8106280,5900895,-32901960,6496945,9417590,5543265,9715615,7927465,6556550,5424055,9298380,8940750,7450625,6258525,6675760,8821540,7271810,6079710,6198920,9775220,7391020,7212205,6556550,8761935,6675760,7271810,5900895,7033390,7092995,7748650,6437340,7569835,6675760,5841290,6258525,4887610,6616155
15900,11384555,11742185,11265345,4828005,11503765,9357985,13589940,29087240,11980605,10728900,12040210,11742185,7033390,9357985,-178815,10013640,10788505,10728900,9775220,11086530,11086530,11026925,11801790,8583120,8821540,-24259235,7033390,10192455,10132850,11086530,10371270,7867860,8642725,11086530,11861395,9477195,11146135,8702330,9357985,13709150,10073245,9477195,11384555,13113100,9000355,9656010,10728900,10848110,12159420,9536800,9119565,11384555,10013640,9477195,10073245,11980605,9000355,9000355,12159420,8940750
16000,4529980,3576300,2384200,3337880,4947215,3159065,3337880,9000355,4947215,1668940,5185635,2861040,1728545,4291560,774865,3099460,2443805,4708795,4708795,2861040,6556550,4231955,3576300,5006820,-59605,-18656365,2861040,2622620,3933930,1728545,5483660,4828005,2264990,2861040,2324595,3099460,4589585,-417235,3695510,3457090,4410770,2861040,4410770,953680,2920645,2324595,4649190,2920645,3874325,-1549730,2741830,3635905,4768400,1728545,-59605,1490125,2801435,4172350,5364450,5602870
