TimeStamp [µs],47 (ID=0) [pV],48 (ID=1) [pV],46 (ID=2) [pV],45 (ID=3) [pV],38 (ID=4) [pV],37 (ID=5) [pV],28 (ID=6) [pV],36 (ID=7) [pV],27 (ID=8) [pV],17 (ID=9) [pV],26 (ID=10) [pV],16 (ID=11) [pV],35 (ID=12) [pV],25 (ID=13) [pV],Ref (ID=14) [pV],14 (ID=15) [pV],24 (ID=16) [pV],34 (ID=17) [pV],13 (ID=18) [pV],23 (ID=19) [pV],12 (ID=20) [pV],22 (ID=21) [pV],33 (ID=22) [pV],21 (ID=23) [pV],32 (ID=24) [pV],31 (ID=25) [pV],44 (ID=26) [pV],43 (ID=27) [pV],41 (ID=28) [pV],42 (ID=29) [pV],52 (ID=30) [pV],51 (ID=31) [pV],53 (ID=32) [pV],54 (ID=33) [pV],61 (ID=34) [pV],62 (ID=35) [pV],71 (ID=36) [pV],63 (ID=37) [pV],72 (ID=38) [pV],82 (ID=39) [pV],73 (ID=40) [pV],83 (ID=41) [pV],64 (ID=42) [pV],74 (ID=43) [pV],84 (ID=44) [pV],85 (ID=45) [pV],75 (ID=46) [pV],65 (ID=47) [pV],86 (ID=48) [pV],76 (ID=49) [pV],87 (ID=50) [pV],77 (ID=51) [pV],66 (ID=52) [pV],78 (ID=53) [pV],67 (ID=54) [pV],68 (ID=55) [pV],55 (ID=56) [pV],56 (ID=57) [pV],58 (ID=58) [pV],57 (ID=59) [pV]
16100,7033390,3755115,8225490,3039855,3337880,6556550,2741830,-10490480,7391020,3039855,4351165,4768400,4053140,6139315,-1490125,3755115,3814720,7808255,5960500,6616155,5245240,6318130,4291560,6675760,2086175,-24199630,4768400,5424055,5483660,-59605,5245240,3337880,2503410,2801435,3099460,3933930,5781685,3159065,1847755,2980250,2682225,2145780,3933930,596050,5602870,2801435,4708795,4231955,2503410,3099460,5662475,4589585,4768400,3278275,1788150,1549730,4112745,4589585,6198920,5245240
16200,4828005,3278275,6079710,12397840,5424055,5722080,4291560,11682580,6616155,5424055,4291560,6318130,3278275,8761935,-1072890,5126030,6914180,5722080,5722080,6139315,10609690,6973785,6794970,6914180,2861040,-20682935,5304845,3278275,5006820,2920645,5006820,4768400,4529980,5900895,4351165,7212205,4529980,6377735,3278275,5722080,4231955,4410770,5543265,3278275,4708795,3695510,2682225,3695510,3814720,5126030,4708795,4410770,6616155,6318130,4291560,6139315,5006820,6794970,5126030,4291560
16300,-1132495,-2801435,178815,6079710,-1072890,-655655,-3337880,3397485,774865,-59605,-178815,1013285,-1668940,2622620,-596050,-596050,0,-2324595,-1490125,-357630,2086175,-3635905,-1728545,-1966965,-1668940,-6139315,-536445,-2205385,1668940,-3993535,-417235,-1728545,-2801435,-1430520,-298025,-3933930,-2086175,-1311310,-894075,-2205385,-119210,-2682225,59605,-1788150,-1966965,-3814720,-2026570,-1847755,-2801435,-2384200,-3933930,-1370915,-1192100,-2384200,-715260,-3039855,-2801435,-1549730,-1847755,59605
16400,2622620,3218670,4053140,3278275,298025,3099460,-238420,7331415,6735365,6258525,6318130,3993535,6079710,5304845,-238420,4172350,3278275,5066425,5126030,4768400,6139315,4291560,5900895,3874325,1966965,-2861040,3159065,4589585,7867860,4470375,5006820,5543265,5245240,3933930,3516695,953680,3039855,3933930,4589585,3278275,2443805,4053140,3278275,4053140,2920645,4112745,3993535,4589585,1847755,3218670,1728545,3337880,3337880,5304845,5126030,2384200,1251705,5006820,4231955,7212205
16500,-715260,2682225,1251705,-6318130,-238420,1311310,2920645,1132495,3397485,3039855,5126030,2980250,4768400,2384200,-119210,2145780,2205385,6258525,6437340,536445,6437340,4828005,4172350,4231955,-774865,3635905,3218670,2980250,2861040,2682225,2443805,2503410,417235,3516695,476840,-1370915,-953680,894075,2861040,417235,1430520,2384200,774865,178815,3218670,596050,2086175,1132495,-178815,1430520,2264990,2503410,2145780,2443805,1072890,5066425,1072890,2563015,2682225,2264990
16600,-178815,1311310,-178815,-2443805,-2145780,476840,3099460,-2980250,894075,-59605,-536445,536445,2622620,2920645,417235,1490125,2324595,417235,417235,3874325,3695510,1430520,596050,1192100,1013285,7391020,1609335,1311310,-298025,119210,2801435,-59605,357630,-2026570,-774865,-3576300,-476840,-1311310,-834470,2443805,-536445,357630,1430520,2026570,1788150,596050,-59605,-2205385,-59605,119210,536445,1370915,2384200,1192100,-357630,3993535,417235,417235,1490125,-119210
16700,-14245595,-14484015,-12219025,-12278630,-13470730,-13709150,-14901250,-21398195,-12517050,-14543620,-13649545,-16868215,-11026925,-11921000,-596050,-13768755,-11682580,-11444160,-12338235,-11205740,-10013640,-13172705,-13291915,-11205740,-15497300,-19550440,-13530335,-15139670,-14662830,-15556905,-15556905,-14185990,-12457445,-14901250,-15676115,-14841645,-12278630,-17404660,-12934285,-12695865,-14066780,-13291915,-12636260,-14364805,-12338235,-13709150,-12695865,-13530335,-16331770,-14841645,-14245595,-14364805,-15735720,-14841645,-15735720,-15735720,-11801790,-12517050,-12815075,-12099815
16800,-6556550,-8225490,-3635905,-7212205,-6973785,-9477195,-10550085,-16450980,-8463910,-6735365,-7808255,-9298380,-4768400,-9119565,774865,-6675760,-8821540,-8225490,-6675760,-8046675,-9417590,-7629440,-8881145,-10550085,-6079710,-28133560,-8702330,-8761935,-6914180,-8761935,-7689045,-6735365,-8344700,-8523515,-8583120,-7152600,-7391020,-9954035,-8225490,-7092995,-7867860,-8761935,-4947215,-9417590,-6675760,-5364450,-7450625,-8404305,-8940750,-7510230,-9059960,-8165885,-9894430,-7748650,-7212205,-9059960,-5185635,-3755115,-6973785,-5066425
16900,1370915,1251705,2384200,3933930,655655,-774865,-1370915,-7808255,1430520,3159065,-417235,59605,894075,655655,238420,1609335,4112745,5185635,3993535,5722080,-119210,2861040,1192100,3099460,1907360,-37133915,1251705,2801435,3576300,2324595,3874325,2324595,2741830,3755115,476840,3397485,2741830,3457090,2801435,2264990,2086175,2384200,2980250,-357630,1788150,2622620,3039855,596050,2324595,536445,3337880,1668940,1192100,3516695,1132495,2563015,1728545,2741830,2622620,834470
17000,4112745,5185635,4589585,9119565,6020105,5126030,5185635,13172705,9357985,6735365,5245240,6020105,4708795,5841290,298025,4708795,5483660,4947215,8285095,8285095,4649190,9179170,2920645,8165885,8344700,-34928530,5006820,3695510,7092995,4112745,6496945,5304845,3874325,6616155,3755115,6377735,5424055,7033390,4470375,4947215,5781685,5304845,5602870,6258525,4529980,3933930,6914180,5662475,6496945,7033390,6318130,5126030,4351165,5841290,4231955,7271810,4291560,3814720,7331415,5722080
17100,4828005,4529980,6973785,4112745,5185635,6139315,5722080,5841290,5424055,6318130,7510230,7748650,7569835,3576300,-536445,6139315,6377735,6437340,10073245,7152600,6377735,8165885,5960500,6437340,9298380,-28371980,8523515,5006820,8046675,5304845,6675760,6616155,5483660,3099460,3993535,4708795,4649190,3933930,5662475,3993535,6198920,5126030,6496945,7092995,6079710,4112745,8046675,6258525,6258525,8225490,5841290,2920645,6198920,6496945,4828005,7987070,5066425,5006820,4887610,6318130
17200,119210,1370915,-119210,12517050,1490125,1728545,-1728545,3337880,-476840,2563015,894075,59605,1668940,298025,596050,3814720,4291560,-119210,5662475,3278275,3039855,6556550,5066425,3933930,2443805,-21577010,4112745,3576300,3159065,3218670,3337880,5424055,178815,-715260,-298025,-119210,-298025,1668940,1966965,1847755,476840,1549730,774865,1609335,715260,1072890,-536445,2503410,2861040,774865,3099460,1430520,2801435,894075,1013285,3099460,1370915,2801435,2086175,894075
17300,-6735365,-8046675,-8106280,-7391020,-6556550,-7867860,-9417590,-3397485,-8046675,-5006820,-5781685,-9477195,-3516695,-9179170,953680,-7092995,-8225490,-9656010,-5781685,-4053140,-4291560,-7033390,-7629440,-9536800,-3516695,-29921710,-5781685,-7808255,-7212205,-6318130,-7450625,-2801435,-9656010,-8344700,-8404305,-6973785,-7212205,-10788505,-5781685,-7629440,-6079710,-6079710,-8463910,-10848110,-7271810,-5006820,-7808255,-7212205,-7748650,-8046675,-5722080,-6198920,-6675760,-8761935,-9298380,-3159065,-7092995,-7033390,-6437340,-7092995
17400,-2920645,-4053140,-3933930,-15616510,-1490125,-4351165,-4291560,-1072890,-3039855,-1728545,-2026570,-5245240,-3516695,-3337880,1490125,-1847755,-3278275,-2205385,1311310,-715260,-4529980,-2980250,-4172350,-2801435,-2264990,-29444870,-4053140,-3218670,-1907360,-3278275,-5304845,-2145780,-3933930,-2682225,-3874325,-4947215,-3993535,-7033390,-4589585,-4470375,-3993535,-3457090,-3933930,-3874325,-3695510,-953680,-596050,-1668940,-3695510,-3933930,-2801435,-3814720,-4470375,-6854575,-4589585,-1490125,-1788150,-774865,-1072890,-1668940
17500,-119210,-536445,-2741830,-5841290,-2563015,1370915,715260,-774865,59605,-2801435,-238420,-2086175,-2801435,-953680,2980250,-1192100,-3814720,-1370915,-357630,1132495,-2920645,-1788150,-774865,1430520,-1907360,-23722790,-1370915,298025,-3218670,-1490125,-2086175,-1311310,-536445,-2324595,-3755115,-2801435,-2443805,-1430520,-1668940,-1370915,-1847755,59605,-1549730,-1192100,-536445,1966965,-476840,953680,-1192100,-2682225,-774865,1370915,-834470,-1430520,-1251705,-1907360,-2145780,417235,-1490125,-1311310
17600,-1370915,715260,-4768400,-1251705,-2622620,-4053140,-3159065,15258880,-3755115,-2563015,-834470,-2622620,-3814720,-1430520,834470,-2145780,-1013285,-1907360,-1192100,1728545,-1668940,357630,-2026570,59605,-3814720,-12934285,-3457090,-834470,-1549730,-2741830,-1668940,-596050,-2145780,-1311310,-3039855,-2443805,-178815,-476840,-2145780,-1430520,-298025,-1966965,-3933930,0,-1847755,-3576300,-1251705,-298025,-2741830,-1549730,-1013285,-1549730,-2920645,-2861040,-1490125,-2980250,-3576300,-1907360,-3755115,-2622620
17700,-5245240,-7033390,-5424055,-8165885,-7987070,-5543265,-10311665,5245240,-8821540,-10669295,-9954035,-9059960,-6794970,-9238775,59605,-8642725,-5841290,-4887610,-7033390,-6377735,-5006820,-7927465,-7867860,-5722080,-6735365,-28491190,-6675760,-7689045,-6973785,-5960500,-6794970,-4708795,-9298380,-6496945,-7391020,-7092995,-6496945,-7748650,-6854575,-7867860,-5841290,-6794970,-8940750,-7152600,-7331415,-8642725,-7152600,-5781685,-8404305,-7212205,-7689045,-6079710,-7927465,-9059960,-9119565,-7808255,-4589585,-8404305,-7689045,-8225490
17800,59605,-1311310,-4828005,-2086175,-1192100,-2682225,-1430520,-2861040,-5126030,-4529980,-774865,-2861040,-2801435,-2443805,-1490125,-1072890,-2384200,715260,655655,-2384200,1072890,-2324595,1490125,-536445,-3516695,-40650610,2920645,-2324595,-59605,-715260,-119210,953680,-2980250,-715260,-1072890,-1788150,-1966965,-2145780,-1132495,-1907360,-1132495,1430520,-1609335,0,-2264990,-3516695,-1788150,-1132495,-1072890,-1847755,-178815,-298025,-2920645,-3278275,-2980250,-3635905,-298025,-1311310,-1132495,-1788150
17900,3039855,2086175,1430520,3099460,298025,1728545,-596050,-1609335,-2503410,59605,-774865,1013285,1192100,-2145780,-1668940,2563015,5304845,3874325,715260,2622620,3755115,3516695,1013285,2801435,119210,-34272875,-536445,-834470,1311310,2324595,3993535,953680,3933930,-834470,1251705,178815,-953680,834470,1788150,0,2980250,3218670,1788150,4112745,-178815,238420,1251705,1907360,715260,-536445,1609335,1251705,59605,2264990,357630,476840,1192100,715260,298025,774865
18000,4112745,2563015,5006820,-5543265,5364450,5543265,3457090,-4410770,3695510,1966965,1430520,3218670,3457090,59605,59605,4887610,7510230,3755115,5543265,5304845,5543265,7271810,2205385,3814720,2503410,-19729255,3039855,2861040,2264990,1966965,7271810,5245240,4231955,3516695,5781685,3516695,4231955,2563015,3039855,3218670,3516695,4768400,3159065,3457090,4291560,4351165,5900895,2920645,3516695,3039855,2443805,2503410,6198920,8225490,1728545,5304845,2324595,5245240,4470375,3397485
18100,4470375,3278275,8702330,-1072890,2622620,5543265,7152600,9000355,5602870,4470375,4470375,6735365,5841290,2324595,-59605,4112745,6258525,8463910,7033390,6675760,5245240,8940750,6198920,5424055,4947215,-16152955,6377735,6616155,5900895,5960500,6854575,6675760,5602870,2980250,4410770,8583120,5304845,3337880,1192100,4410770,5483660,5424055,6496945,1966965,6079710,6198920,5066425,6198920,6914180,6675760,5662475,7569835,3278275,7092995,4947215,8463910,6079710,3457090,7510230,6258525
18200,2086175,5304845,3039855,8285095,1013285,-894075,7033390,15974140,2145780,536445,2264990,1966965,3159065,1788150,298025,2443805,1847755,5364450,5304845,3814720,2384200,10967320,2324595,3635905,834470,-18477550,2980250,4947215,3099460,4649190,3516695,3695510,3755115,3159065,2443805,3457090,2801435,476840,953680,894075,3755115,3457090,4947215,1490125,2086175,4529980,3278275,6318130,3755115,4112745,4529980,4887610,2682225,2920645,1072890,3576300,1490125,-655655,715260,1668940
18300,1788150,2205385,3218670,5841290,3933930,1668940,4172350,12397840,2741830,238420,3397485,2205385,3516695,1072890,-774865,5662475,6556550,2324595,4470375,5424055,4708795,5900895,4589585,5483660,3337880,-17047030,3993535,5304845,3933930,3337880,2324595,4112745,2980250,5245240,3695510,1847755,1132495,2443805,1668940,3814720,1549730,3039855,4053140,3814720,2980250,3874325,3755115,6377735,3635905,6377735,4172350,2861040,4589585,1370915,1966965,2145780,1609335,1788150,2205385,4231955
18400,-536445,119210,5126030,8702330,-655655,2563015,2324595,6139315,2324595,-1370915,1370915,-655655,1072890,417235,1311310,2980250,3993535,-298025,-953680,953680,2324595,3099460,596050,4708795,3337880,-15795325,894075,894075,1847755,536445,2741830,476840,1251705,2503410,-357630,774865,-1966965,-357630,-1013285,238420,-238420,2205385,834470,894075,1251705,-357630,1013285,-536445,476840,-596050,-1251705,-715260,-1370915,894075,774865,894075,-894075,1490125,1311310,1370915
18500,-2801435,-1370915,-2920645,-9894430,-1966965,-2205385,119210,-7808255,-3039855,-3874325,-2205385,-5066425,-2920645,-3814720,774865,-1311310,2026570,1847755,-894075,-1013285,-357630,119210,-774865,3218670,-2980250,-11205740,-2682225,-1370915,-3278275,-2205385,-1192100,-178815,-5006820,119210,-3099460,-3516695,-5424055,-3695510,-4053140,-2324595,-1609335,-894075,-476840,119210,-1013285,-2861040,476840,-1966965,-3695510,-774865,-2324595,-834470,-2801435,-2264990,-1251705,-3278275,-1549730,-2086175,-2682225,-953680
18600,1549730,2026570,298025,-3993535,834470,1072890,1430520,12815075,715260,2503410,1728545,1728545,2801435,-596050,-476840,774865,3874325,3576300,5483660,6020105,-417235,5245240,4947215,3933930,3337880,-7331415,2026570,3218670,-536445,238420,3576300,3099460,417235,4529980,3099460,-178815,1907360,2026570,1013285,3039855,2384200,2086175,1728545,3874325,4172350,536445,2741830,3933930,715260,2026570,1907360,4708795,834470,-715260,3576300,-894075,2026570,2384200,-2205385,59605
18700,2920645,2324595,2861040,2324595,2443805,2861040,1132495,8344700,4529980,3218670,1668940,5245240,2622620,2384200,-1549730,1072890,1430520,5900895,5722080,8165885,5126030,6079710,3576300,5900895,3755115,-12755470,1072890,5483660,3218670,2324595,3695510,4053140,5781685,3874325,3695510,2741830,4112745,3755115,1788150,3695510,2801435,2920645,2086175,4053140,4768400,2682225,3516695,4410770,1549730,4231955,238420,5364450,2682225,2324595,2503410,-596050,238420,2503410,2086175,2205385
18800,1311310,119210,1966965,-2384200,1132495,655655,1490125,8165885,1728545,2205385,-953680,2801435,2443805,-1013285,1192100,-178815,2563015,3457090,4231955,2920645,3516695,-655655,953680,1728545,4529980,-17047030,-59605,-119210,1609335,3695510,2026570,2264990,2443805,2086175,417235,-953680,-2443805,2026570,2801435,953680,-1013285,2264990,298025,-476840,3576300,715260,1072890,2026570,-1132495,-298025,1668940,-238420,894075,894075,476840,-476840,298025,1490125,2026570,-476840
18900,1192100,1788150,2324595,2920645,3755115,2443805,476840,13470730,3159065,1788150,-178815,3039855,2384200,1311310,298025,-774865,2026570,3337880,2980250,2205385,2980250,2980250,5006820,2324595,2622620,-14007175,1311310,2086175,1192100,3039855,1966965,3516695,3933930,2026570,1072890,-715260,178815,-298025,1728545,1013285,1609335,2920645,2920645,-1192100,178815,1549730,2801435,2324595,238420,298025,1132495,-59605,298025,1370915,1072890,2622620,298025,774865,1788150,894075
19000,2622620,1668940,2384200,6020105,1430520,178815,2026570,13172705,3814720,1788150,2861040,2264990,3457090,3397485,1847755,-894075,1370915,1311310,357630,774865,3039855,4053140,1728545,6020105,4768400,-5781685,596050,5304845,2861040,2086175,3993535,1668940,1907360,2145780,1132495,1609335,596050,1728545,834470,-953680,-834470,357630,1609335,1013285,-1490125,-894075,1490125,953680,1788150,1907360,1370915,-1966965,2384200,-1430520,715260,1013285,953680,1966965,2264990,655655
19100,-2920645,-774865,-3218670,-4351165,-4053140,-4470375,-3099460,14424410,-4053140,-3397485,-1668940,-3755115,-3218670,-3159065,-715260,-5126030,-3039855,-5841290,-596050,-3755115,2443805,-1907360,-1549730,1549730,-3814720,6258525,-2503410,-3814720,-1609335,-774865,-4291560,-3397485,357630,-1013285,-3933930,-2205385,-3218670,-3933930,-3576300,-3635905,-4529980,-6914180,-3695510,-3576300,-4947215,-5364450,-4470375,-3457090,-2622620,-2920645,-4351165,-2741830,-3516695,-4947215,-4649190,-2026570,-3278275,-2980250,-4529980,-3099460
19200,-1490125,-1370915,-655655,-3159065,-2801435,-1370915,-3695510,18715970,-2741830,1430520,715260,-1549730,-119210,-1251705,-1251705,-2622620,2920645,-894075,655655,2741830,3218670,715260,1788150,2026570,-357630,-3397485,-2861040,1847755,119210,-357630,-1609335,-119210,3159065,715260,-1311310,-834470,-2026570,-2980250,417235,-3337880,178815,-2801435,-596050,894075,-2563015,-1311310,-953680,-1072890,1192100,476840,1013285,1728545,-596050,-774865,1966965,596050,417235,1192100,-1966965,715260
19300,-17702685,-16570190,-20742540,-16808610,-18000710,-15676115,-19490835,-16927820,-19133205,-19490835,-20384910,-20861750,-16331770,-19490835,-1609335,-17225845,-18954390,-16152955,-14424410,-17345055,-17941105,-19610045,-14662830,-15735720,-13351520,-18179525,-17464265,-14841645,-15914535,-17345055,-18835180,-14543620,-18179525,-15556905,-16689400,-17106635,-18298735,-17821895,-16570190,-20921355,-18060315,-21100170,-18239130,-16152955,-19192810,-18119920,-18835180,-19550440,-17523870,-16927820,-19908070,-18239130,-18060315,-20563725,-17702685,-15974140,-16629795,-18358340,-20027280,-16570190
19400,-20623330,-22173060,-23484370,-29802500,-21100170,-19967675,-20623330,-55313440,-20742540,-19312020,-17941105,-21040565,-18000710,-19550440,298025,-19252415,-20444515,-18596760,-21338590,-18179525,-17821895,-18894785,-14185990,-19312020,-16808610,-59366580,-20384910,-18596760,-18119920,-15735720,-18596760,-18537155,-18775575,-19013995,-19967675,-19431230,-19252415,-19908070,-20265700,-21219380,-20325305,-21696220,-20623330,-18477550,-18239130,-21159775,-20861750,-19610045,-19550440,-19967675,-21457800,-20563725,-20325305,-21278985,-17881500,-16152955,-20504120,-18239130,-23186345,-20086885
19500,3099460,-1907360,3039855,-13411125,1788150,894075,2026570,-22828715,1728545,1072890,1132495,2324595,1311310,3874325,1013285,2086175,5006820,4649190,953680,4410770,3874325,5066425,1490125,2980250,5185635,-39875745,2622620,4529980,1430520,3933930,2264990,2563015,1370915,4172350,1609335,4708795,1907360,3874325,2622620,-834470,2920645,1966965,5185635,2741830,5781685,-119210,1311310,4410770,3457090,-1192100,1728545,1192100,-298025,2086175,4410770,5185635,2443805,2205385,834470,3695510
19600,5245240,6496945,7867860,-4708795,5245240,7092995,10967320,-6258525,5483660,8285095,4470375,5424055,6198920,6675760,715260,7510230,6079710,6556550,8165885,9715615,7689045,8642725,5483660,6318130,4351165,-39458510,7450625,8225490,3993535,5543265,4947215,8821540,5781685,6079710,5304845,4708795,5185635,6139315,6675760,4708795,7092995,5304845,7629440,4887610,7271810,5424055,7510230,8165885,8583120,6616155,6258525,5066425,5841290,5185635,6139315,4470375,7391020,7450625,7391020,6675760
19700,6020105,5066425,2920645,-3278275,4947215,3814720,5304845,2741830,5304845,5483660,6377735,4410770,2801435,4589585,1251705,5960500,5304845,6616155,8165885,5722080,6854575,3397485,8642725,5245240,10252060,-19908070,6437340,6616155,4410770,5662475,5185635,7867860,3457090,3755115,2920645,3814720,3337880,3993535,4470375,2205385,6437340,3516695,3755115,5304845,5185635,3695510,6377735,4887610,5483660,3993535,4053140,3278275,5185635,3814720,4231955,3457090,5900895,7271810,6794970,4112745
19800,7629440,5245240,6020105,4410770,6794970,5602870,3457090,1907360,5304845,3039855,5722080,5245240,4291560,7152600,119210,3755115,6735365,6854575,10550085,6675760,6437340,4529980,9238775,7689045,5066425,-20384910,6198920,6496945,6198920,8165885,4589585,2861040,2801435,3099460,4470375,7271810,6377735,7867860,4470375,4529980,5424055,4589585,5543265,4828005,5900895,4649190,6973785,6377735,3337880,4887610,2920645,4172350,4708795,3039855,5424055,3457090,6198920,6377735,7450625,2503410
19900,3933930,4291560,4887610,6020105,4649190,6079710,2801435,5781685,238420,2622620,2920645,3397485,3993535,3099460,-1430520,2741830,6139315,7510230,5722080,2861040,2741830,1907360,7152600,2741830,2861040,-15616510,4470375,5006820,4529980,5900895,6914180,5602870,4172350,1668940,2682225,2622620,5662475,2980250,3337880,2443805,2682225,4231955,1788150,4887610,1132495,2443805,3576300,2264990,3635905,3635905,2563015,4887610,3814720,1668940,5662475,3218670,4410770,3337880,5364450,2443805
